ROUTE_ID,노선명,순번,NODE_ID,ARS_ID,정류소명,X좌표,Y좌표
115000012,6633,13,115000076,16173,영일고등학교.강서도서관,126.8633554,37.54898858
103900003,성동01,13,101000156,02261,신당초등학교,127.0242404,37.56450284
100100414,6003,13,115000922,16022,마곡동로사거리,126.832479,37.559102
115000007,654,13,115000922,16022,마곡동로사거리,126.832479,37.559102
116900008,영등포01,13,118900123,19806,신길5동우체국,126.9080396,37.49804045
124000016,N6000,13,115000001,16001,염창역.서울도시가스,126.875895,37.547145
100100318,6645,13,115000922,16022,마곡동로사거리,126.832479,37.559102
117900010,금천11,13,117900185,18982,영일빌라,126.9060637,37.44750575
100100421,6014,13,116000403,17878,개봉역입구,126.856151,37.49103306
103900010,성동13,13,103900233,04862,성수역3번출구,127.0566907,37.54355983
103900002,성동08,13,103000293,04301,왕십리광장.왕십리역7번출구,127.036895,37.561133
100100595,241,13,106000191,07286,신내6단지,127.091775,37.616207
117900003,금천03,13,117900063,18577,가산초교,126.896508,37.477082
117900005,금천08,13,117000100,18186,금천평생학습관.독산초등학교,126.8994092,37.46659398
117900004,금천06,13,117900092,18538,진도3차아파트,126.8939001,37.46840839
109900007,도봉03,13,108000115,09203,수유중앙시장,127.0227228,37.64036011
121900013,서초13,13,121900248,22990,삼성래미안.이수역방향,127.001955,37.503804
100100423,6016,13,119000279,20782,흑석동,126.9654485,37.50767604
100100234,4212,13,122000010,23110,신사역3번출구,127.020079,37.515232
109900008,도봉04,13,108900003,09895,광산사거리,127.0227669,37.64349135
112900004,서대문03,13,112900184,13725,신촌자이엘라,126.942534,37.556764
103900001,성동09,13,103000070,04169,옥정중학교입구,127.0113027,37.54090407
119900012,동작14,13,120900034,21556,낙성대역,126.9624207,37.47779001
100100407,240,13,106000209,07304,신내초등학교,127.10075,37.6061556
100100096,643,13,117000111,18197,모두의학교.금천문화예술정보학교,126.9055934,37.47994976
121900016,서초18,13,121900075,22507,현대빌라,127.0360835,37.47629329
121900002,서초08,13,121900273,22427,말죽거리공원사거리,127.0386623,37.47956304
117900008,금천01,13,117900124,18865,시흥2동주민센터.동일여고,126.914014,37.449962
121900003,서초10,13,121900103,22555,반포래미안아이파크아파트,127.0120275,37.50035183
107000007,1112,13,107000060,08150,종암경찰서,127.0330444,37.60143263
119900005,서초16,13,121900264,22981,방배(백석예술대)역3번출구,126.9964879,37.48121113
115900002,강서06,13,115000114,16211,화곡중고등학교,126.836224,37.547224
121900004,서초20,13,121900013,22384,하이브랜드,127.036788,37.46209117
110000007,서울09출근,13,110000140,11240,상계역5번출구.상계벽산아파트,127.0734913,37.66129217
124900003,강동02,13,124000005,25105,해뜨는주유소,127.170805,37.559102
100900011,종로05,13,100900118,01667,종로문화체육센터,126.9645321,37.57469356
112900003,서대문07,13,112000412,13918,유진상가.인왕시장,126.9421882,37.59078846
113900009,마포16,13,113900256,14659,마포한강아이파크아파트,126.9041145,37.55242313
110900009,노원02,13,110900017,11540,14단지상가,127.0595053,37.6697567
110900003,노원05,13,109900081,10553,세무서앞,127.0509355,37.65328901
116900017,영등포09,13,118000312,19403,도림초교사거리,126.9051713,37.50913531
113900008,마포10,13,113900221,14760,아현동주민센터,126.9531058,37.54711827
110900008,노원13,13,110900138,11935,붕어방,127.0779199,37.63386005
116900006,구로07,13,116900011,17615,동진빌라.오정초등학교,126.8253388,37.49066893
111900003,은평02,13,111900123,12562,하나은행역촌지점,126.9203621,37.60824333
111900004,은평04,13,111900053,12566,불광전철역,126.930403,37.609785
113900007,마포13,13,113900041,14545,와우공원입구,126.9300208,37.55318113
111900006,은평07,13,111900002,12809,현대힐스테이트1차정문,126.93671,37.612039
